image,start_date,end_date,title,url,categories,abstract
https://sortir.besancon.fr/wp-content/uploads/2024/04/393379320_707969071363312_3323575396836750880_n.jpg,vendredi 24 mai,vendredi 21 juin,Les Escales de la Rodia,https://sortir.besancon.fr/evenement/198176/,Spectacle,"Du 24 mai au 21 juin, c'est le retour des Escales à la Rodia.  Au coeur de la ville, l'équipe vous prépare un mois de découvertes musicales et de détente. Au programme : A partir de 18h30, concerts d'artistes, coups de cœur venus d'un peu partout, des DJ Sets avec des artistes locaux, et une […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/Affiche_Joyce_508-e1715356197376.jpg,lundi 27 mai à 20h30,dimanche 9 juin à 22h30,Ulysse de James Joyce,https://sortir.besancon.fr/evenement/ulysse-de-james-joyce/,Spectacle,"Spectacle Ulysse de James Joyce. Le choix d’adapter Ulysse de James Joyce au théâtre est l’aboutissement d’un parcours qui ne doit rien au hasard. Homère, Dante, Beckett, ces trois ont en commun avec Joyce d’avoir inventé une langue nouvelle. Étrange texte que celui d’Ulysse. En passant « du coq à l’âne », Joyce bouscule les […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/1-2.jpg,samedi 1 juin,dimanche 2 juin,"Festival ""Arts en fête""",https://sortir.besancon.fr/evenement/festival-arts-en-fete/,"Loisirs, Spectacle","Le 1er et 2 juin prochain, le Centre diocésain accueillera la cinquième édition du festival Arts en Fête à Besançon, organisé par le Comité Régional de Bourgogne-Franche-Comté de la Fédération Sportive et Culturelle de France. Cette édition promet un programme riche, alliant démonstrations et ateliers, qu’ils soient culturels ou sportifs, en soirée ou en journée. […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/concert-2-juin-2024-CUB-carre.jpg,dimanche 2 juin à 15h00,,Concert de la Chorale universitaire de Besançon,https://sortir.besancon.fr/evenement/concert-de-la-chorale-universitaire-de-besancon/,"Loisirs, Spectacle","Le concert de la Chorale universitaire de Besançon* approche pour voyager en chanson ! Ayant rejoint la Chorale universitaire de Besançon en tant que chanteur.se.s chevronné.e.s ou débutant.e.s, les choristes s’entraînent ensemble depuis pour cette occasion. Au programme : - L'UniVoice Band interprétera des arrangements de chansons pop rock, comme Kid d'Eddy de Pretto, Human […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/3-1.jpg,dimanche 2 juin à 18h00,,Concert de « La Chantoillotte »,https://sortir.besancon.fr/evenement/concert-de-la-chantoillotte/,Spectacle,Au programme : – Des chansons contemporaines – Des chants religieux ou profanes – Des chants du monde Infos pratiques : Le 2 juin 2024 à 18h Tarifs : 5 € ou 10 € (tarif solidaire) Gratuit pour les – 12 ans
https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-24JPG-9.jpg,dimanche 2 juin à 20h00,,Dentelles - Festival de caves 2024 - Théâtre Souterrain,https://sortir.besancon.fr/evenement/dentelles-festival-de-caves-2024-theatre-souterrain-4/,Spectacle,"Venez assister à une expérience théâtrale atypique, avec ce festival hors les murs et sous-terrain. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves propose 9 spectacles inédits dans les caves, rêvés pour la proximité et le petit nombre… Dentelles : Elle rentre chez elle endeuillée. Dans une valise valise […]"
https://sortir.besancon.fr/wp-content/uploads/2024/01/affiche-soiree-orgue-3-juin-AMUSO-min.jpg,lundi 3 juin à 19h00,,Soirée concert,https://sortir.besancon.fr/evenement/soiree-concert/,Spectacle,"Une pause musicale ça vous dit ? Le lundi 03 juin à 19h retrouvez les élèves d'AMUSO à l'église de Franois pour une soirée musicale éclectique, pour l'occasion les élèves des classes d'orgue et flûte à bec vous préparent une soirée musicale diversifiée, il y aura également des duos de trompette et orgue ainsi que […]"
https://sortir.besancon.fr/wp-content/uploads/2024/04/b0006438-800x800-1.jpg,mercredi 5 juin à 18h30,,Kin'Gongolo Kiniata + Zo,https://sortir.besancon.fr/evenement/kingongolo-kiniata-zo-zo/,Spectacle,"Kin'Gongolo Kiniata - Afropop electrofunk Les congolais de Kin’Gongolo Kiniata sont un véritable phénomène. Nourris par les ambiances sonores de Kinshasa, ils traduisent la vie frénétique de ces rues dans leur musique. Ils fabriquent eux-mêmes leurs instruments avec des objets qu’ils recyclent et explorent les textures sonores pour produire un rock-électro-congolais imparable. Pour cette soirée […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/2-6.jpg,mercredi 5 juin à 19h00,,Lux Aeterna,https://sortir.besancon.fr/evenement/lux-aeterna/,Spectacle,"Musique sacrée et chants spirituels. Fondé en 1977, le Chœur de chambre de la Cathédrale de Kuopio compte actuellement une quarantaine de membres. Son répertoire se compose de musique religieuse traditionnelle et nouvelle, de musique folklorique et de tout type de musique classique. Le Chœur chante également de grandes compositions telles que la Passion selon […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/KAPLAN.jpg,mercredi 5 juin à 19h00,,Georges Kaplan de Frédéric Sonntag,https://sortir.besancon.fr/evenement/georges-kaplan-de-frederic-sonntag/,Spectacle,"Pièce de théâtre avec les élèves comédiens du Conservatoire. Une pièce de Frédéric Sonntag interprétée par les élèves comédiens de cycle 2 première année sous la direction de Muriel Racine et Guillaume Fulconis. Résumé : Quel est le lien entre un groupe activiste clandestin en pleine dissolution, un groupe de scénaristes à le recherche d'un […]"
https://sortir.besancon.fr/wp-content/uploads/2024/03/1-14.jpg,mardi 14 mai,vendredi 28 juin,Sur les traces de La Pérouse,https://sortir.besancon.fr/evenement/sur-les-traces-de-la-perouse/,"Jeune Public, Loisirs","Jeu de piste autour d’une expédition. Dans le cadre de l'exposition ""Dessine-moi ta planète"" de la Citadelle. Infos pratiques : Du 14 mai au 28 juin Horaires : les mardis, jeudis et vendredis de 17 h à 18 h A partir de 8 ans. Inscription sur le site."
https://sortir.besancon.fr/wp-content/uploads/2024/04/2-3.jpg,dimanche 2 juin à 10h30,,"Visite-atelier ""Affiches LIP.ologie""",https://sortir.besancon.fr/evenement/visite-atelier-affiches-lip-ologie/,"Jeune Public, Visites","Les revendications ne sont plus les mêmes qu’il y a 50 ans chez LIP, mais la lutte continue ! Comme les ouvriers de chez LIP, créez votre affiche pour défendre la cause qui vous tient à cœur. Infos pratiques : Le 2 juin à 10h30 Durée : 2 heures Tarif : 5 € Inscription sur […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,dimanche 2 juin à 10h30,,Visite famille,https://sortir.besancon.fr/evenement/visite-famille/2024-06-02/,"Jeune Public, Visites","Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents... Infos pratiques : Le 2 et 30 juin, le 15 et 29 juillet, […]"
https://sortir.besancon.fr/wp-content/uploads/2024/01/Sortir-evenement.jpg,mardi 4 juin à 9h30,,Berceuses et bercement - Séances d'éveil musical,https://sortir.besancon.fr/evenement/berceuses-et-bercement-seances-deveil-musical/2024-06-04/,Jeune Public,"Venez partager un temps de berceuses et d’échanges  en famille, pour les enfants jusqu’à 3 ans, ouvert aux femmes enceintes. Organisé par l’Antenne petite enfance, l’association Coccinote et la bibliothèque. Tout-petits jusqu’à 3 ans et leur famille. Sur inscription"
https://sortir.besancon.fr/wp-content/uploads/2023/07/CARRE_ADK.jpg,mercredi 5 juin à 9h45,,Bain musical (0-4 ans),https://sortir.besancon.fr/evenement/bain-musical-0-4-ans/2024-06-05/,"Jeune Public, Loisirs","Plongée dans la musique avec le tout-petit: jeux de doigts, chansons à gestes, découverte d’instruments, histoires musicales, rondes, etc. Avec Nicolas Cagnoni de Tralalère, Petite Ecole d’Eveil à la Sensibilité Musicale. Infos pratiques : 9h45-10h30 5€/enfant (avec accompagnateur·rice) Règlement sur place en chèque (ordre de Tralalère) ou en espèce. Inscription obligatoire : reservation@lebastion.org Inscription possible […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/3-7.jpg,mercredi 5 juin à 14h30,,Atelier Dessin : portrait Renaissance,https://sortir.besancon.fr/evenement/atelier-dessin-portrait-renaissance/2024-06-05/,Jeune Public,"Après une initiation aux techniques fondamentales du dessin : observation, esquisse, proportion, ombre et lumière, texture… réalise ton autoportrait et sublime-le à la sauce Renaissance ! Infos pratiques : Pour les 7-12 ans Le 5 juin, 25 juillet, 15 août, 18 septembre à 14h30 Durée : 2 heures Tarif : 5€/enfant Sur réservation : https://vosdemarches.grandbesancon.fr/billetterie/mat […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/Empreintes3.jpg,mercredi 5 juin à 15h00,,"Visite de la ferme et atelier ""trace d'animaux en plâtre""",https://sortir.besancon.fr/evenement/visite-de-la-ferme-et-atelier-trace-danimaux-en-platre/,"Jeune Public, Visites","Après une visite de la ferme et un petit gouter fermier, vous pourrez participer à un atelier de découverte des traces d'animaux de la ferme et de la fabrication d'une trace de votre animal préféré en plâtre. Infos pratiques : Le 5 juin de 15h à 18h Tarif : 7 € Atelier à partir de […]"
https://sortir.besancon.fr/wp-content/uploads/2024/05/441640959_841131618048222_3549664832109149737_n.jpg,vendredi 7 juin,dimanche 9 juin,Biergarten du Bastion : 40 ans,https://sortir.besancon.fr/evenement/biergarten-du-bastion-40-ans/,"Jeune Public, Loisirs","Trois jours de festivité du 07 au 09 juin pour célébrer la scène locale et régionale, le tout à l’intérieur et aux abords du Bastion. Au programme : du soleil, de la musique et de la bonne humeur ! Vendredi 7 juin 17h30-01h30 Accès libre Buvette & petite restauration sur place Au programme : Besac […]"
https://sortir.besancon.fr/wp-content/uploads/2024/03/1-14.jpg,samedi 8 juin à 15h00,,Réalisation d’un herbier,https://sortir.besancon.fr/evenement/realisation-dun-herbier/,"Jeune Public, Loisirs","Dans le cadre de l'exposition ""Dessine-moi ta planète"" de la Citadelle. À la suite de la balade du 25 mai, vous concevrez les planches botaniques. Atelier encadré par Grégory Jacquot du Jardin botanique. Infos pratiques : Le 8 juin à 15h Tout public, à partir de 6 ans Inscription sur le site"
